conf,year,title,doi,in_scope,out of scope comment,pagesim,nav,depth,limit,pageload,objective,needs navigation,topic,nonav reason
usenix,2022,Dos and Don'ts of Machine Learning in Computer Security.,https://www.usenix.org/system/files/sec22-arp.pdf,no,no crawl,,,,,,,,,
usenix,2022,"Empirical Understanding of Deletion Privacy: Experiences, Expectations, and Measures.",https://www.usenix.org/system/files/sec22-minaei.pdf,no,no crawl,,,,,,,,,
usenix,2022,Experimental Security Analysis of the App Model in Business Collaboration Platforms.,https://www.usenix.org/system/files/sec22-chen-yunang-experimental.pdf,no,no crawl,,,,,,,,,
usenix,2022,Exploring the Unchartered Space of Container Registry Typosquatting.,https://www.usenix.org/system/files/sec22-liu-guannan.pdf,no,custom app crawl,,,,,,,,,
usenix,2022,FOAP: Fine-Grained Open-World Android App Fingerprinting.,https://www.usenix.org/system/files/sec22-li-jianfeng.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Traffic Simulation,no,"System Security, Fingerprinting",
usenix,2022,FUGIO: Automatic Exploit Generation for PHP Object Injection Vulnerabilities.,https://www.usenix.org/system/files/sec22-park-sunnyeo.pdf,yes,,URL,Unspecified,Unspecified,Unspecified,Unspecified,,,Web Security,
usenix,2022,Fuzzware: Using Precise MMIO Modeling for Effective Firmware Fuzzing.,https://www.usenix.org/system/files/sec22-scharnowski.pdf,no,no crawl,,,,,,,,,
usenix,2022,GET /out: Automated Discovery of Application-Layer Censorship Evasion Strategies.,https://www.usenix.org/system/files/sec22-harrity.pdf,no,no crawl,,,,,,,,,
usenix,2022,Hand Me Your PIN! Inferring ATM PINs of Users Typing with a Covered Hand.,https://www.usenix.org/system/files/sec22-cardaioli.pdf,no,no crawl,,,,,,,,,
usenix,2022,How to Abuse and Fix Authenticated Encryption Without Key Commitment.,https://www.usenix.org/system/files/sec22-albertini.pdf,no,no crawl,,,,,,,,,
usenix,2022,Khaleesi: Breaker of Advertising and Tracking Request Chains.,https://www.usenix.org/system/files/sec22-iqbal.pdf,yes,,None,Random,Unspecified,Unspecified,Unspecified,,,"Web Security, Privacy",
usenix,2022,Leaky Forms: A Study of Email and Password Exfiltration Before Form Submission.,https://www.usenix.org/conference/usenixsecurity22/presentation/senol,yes,,URL,Rule-based,2,11,90 secs,,,Privacy,
usenix,2022,Lend Me Your Ear: Passive Remote Physical Side Channels on PCs.,https://www.usenix.org/system/files/sec22-genkin.pdf,yes,,Homepage,Homepage,Homepage,Homepage,30 sec,Website Fingerprinting,yes,System Security,"In practice however, websites’ contents often changes over time, geographical location, or user configuration (e.g., dark theme and ad blocking). All of these affect the leakage signal, reducing similarity"
usenix,2022,Lumos: Identifying and Localizing Diverse Hidden IoT Devices in an Unfamiliar Environment.,https://www.usenix.org/system/files/sec22-sharma-rahul.pdf,no,no crawl,,,,,,,,,
usenix,2022,Off-Path Network Traffic Manipulation via Revitalized ICMP Redirect Attacks.,https://www.usenix.org/conference/usenixsecurity22/presentation/feng,no,,,,,,,,,,
usenix,2022,Online Website Fingerprinting: Evaluating Website Fingerprinting Attacks on Tor in the Real World.,https://www.usenix.org/system/files/sec22-cherubin.pdf,yes,,Homepage,Homepage,Homepage,Homepage,None,Predefined URL List,no,"Web Security, Fingerprinting, Privacy",
usenix,2022,Open to a fault: On the passive compromise of TLS keys via transient errors.,https://www.usenix.org/conference/usenixsecurity22/presentation/sullivan,no,,,,,,,,,,
usenix,2022,OpenVPN is Open to VPN Fingerprinting.,https://www.usenix.org/system/files/sec22-xue-diwen.pdf,no,no crawl,,,,,,,,,
usenix,2022,OVRseen: Auditing Network Traffic and Privacy Policies in Oculus VR.,https://www.usenix.org/system/files/sec22-trimananda.pdf,no,custom app crawl,,,,,,,,,
usenix,2022,Pacer: Comprehensive Network Side-Channel Mitigation in the Cloud.,https://www.usenix.org/system/files/sec22-mehta.pdf,no,no crawl,,,,,,,,,
usenix,2022,Phish in Sheep's Clothing: Exploring the Authentication Pitfalls of Browser Fingerprinting.,https://www.usenix.org/system/files/sec22-lin-xu.pdf,yes,,URL,BFS,1,None,Unspecified,,,"Web Security, Cybercrime, Measurements",
usenix,2022,PISTIS: Trusted Computing Architecture for Low-end Embedded Systems.,https://www.usenix.org/system/files/sec22-grisafi.pdf,no,no crawl,,,,,,,,,
usenix,2022,Pre-hijacked accounts: An Empirical Study of Security Failures in User Account Creation on the Web.,https://www.usenix.org/system/files/sec22-sudhodanan.pdf,no,no crawl(manual),,,,,,,,,
usenix,2022,QCSD: A QUIC Client-Side Website-Fingerprinting Defence Framework.,https://www.usenix.org/system/files/sec22-smith.pdf,yes,,Homepage,Homepage,Homepage,Homepage,2 min,Website Fingerprinting,yes,"Web Security, Fingerprinting, Privacy",
usenix,2022,RE-Mind: a First Look Inside the Mind of a Reverse Engineer.,https://www.usenix.org/system/files/sec22-mantovani.pdf,no,no crawl,,,,,,,,,
usenix,2022,Rendering Contention Channel Made Practical in Web Browsers.,https://www.usenix.org/system/files/sec22-wu-shujiang.pdf,no,no crawl(manual),,,,,,,,,
usenix,2022,SAID: State-aware Defense Against Injection Attacks on In-vehicle Network.,https://www.usenix.org/system/files/sec22-xue-lei.pdf,no,no crawl,,,,,,,,,
usenix,2022,Security and Privacy Perceptions of Third-Party Application Access for Google Accounts.,https://www.usenix.org/system/files/sec22-balash.pdf,no,no crawl,,,,,,,,,
usenix,2022,SkillDetective: Automated Policy-Violation Detection of Voice Assistant Applications in the Wild.,https://www.usenix.org/conference/usenixsecurity22/presentation/young,no,,,,,,,,,,
usenix,2022,"Smart Home Privacy Policies Demystified: A Study of Availability, Content, and Coverage.",https://www.usenix.org/system/files/sec22-manandhar.pdf,no,no crawl,,,,,,,,,
usenix,2022,Spoki: Unveiling a New Wave of Scanners through a Reactive Network Telescope.,https://www.usenix.org/system/files/sec22-hiesgen.pdf,no,tcp scan,,,,,,,,,
usenix,2022,SWAPP: A New Programmable Playground for Web Application Security.,https://www.usenix.org/system/files/sec22-chinprutthiwong.pdf,yes,,Homepage,Homepage,Homepage,Homepage,60 sec,JavaScript Analysis,yes,"Web Security, Measurements","Generally, websites will automatically install a service worker when users visit their home page."
usenix,2022,Targeted Deanonymization via the Cache Side Channel: Attacks and Defenses.,https://www.usenix.org/conference/usenixsecurity22/presentation/zaheri,no,,,,,,,,,,
usenix,2022,The Security Lottery: Measuring Client-Side Web Security Inconsistencies.,https://www.usenix.org/conference/usenixsecurity22/presentation/roth,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,CSP & Other Headers,yes,"Web Security, Measurements",
usenix,2022,Towards More Robust Keyword Spotting for Voice Assistants.,https://www.usenix.org/conference/usenixsecurity22/presentation/ahmed,no,,,,,,,,,,
usenix,2022,Understanding and Improving Usability of Data Dashboards for Simplified Privacy Control of Voice Assistant Data.,https://www.usenix.org/conference/usenixsecurity22/presentation/sharma-vandit,no,,,,,,,,,,
usenix,2022,Uninvited Guests: Analyzing the Identity and Behavior of Certificate Transparency Bots.,https://www.usenix.org/system/files/sec22-kondracki.pdf,no,no crawl,,,,,,,,,
usenix,2022,Unleash the Simulacrum: Shifting Browser Realities for Robust Extension-Fingerprinting Prevention.,https://www.usenix.org/system/files/sec22-karami.pdf,yes,,Homepage,Homepage,Homepage,Homepage,onload,JavaScript Analysis,yes,"Web Security, Privacy",
usenix,2022,Watching the Watchers: Practical Video Identification Attack in LTE Networks.,https://www.usenix.org/system/files/sec22-bae.pdf,yes,,Homepage,Homepage,Homepage,Homepage,120 sec,Traffic Simulation,no,"Fingerprinting, Network Security",
usenix,2022,Web Cache Deception Escalates!,https://www.usenix.org/conference/usenixsecurity22/presentation/mirheidari,yes,,URL,Unspecified,Unspecified,500,Unspecified,,,Web Security,
usenix,2022,WebGraph: Capturing Advertising and Tracking Information Flows for Robust Blocking.,https://www.usenix.org/system/files/sec22-siby.pdf,yes,,Homepage,Homepage,Homepage,Homepage,60 sec,Tracking,yes,"Web Security, Privacy",
usenix,2022,When Sally Met Trackers: Web Tracking From the Users' Perspective.,https://www.usenix.org/system/files/sec22-dambra.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Tracking,yes,"Web Security, Measurements, Privacy",
usenix,2022,Who Are You (I Really Wanna Know)? Detecting Audio DeepFakes Through Vocal Tract Reconstruction.,https://www.usenix.org/system/files/sec22-blue.pdf,no,no crawl,,,,,,,,,
usenix,2022,XDRI Attacks - and - How to Enhance Resilience of Residential Routers.,https://www.usenix.org/system/files/sec22-jeitner.pdf,no,dns scan,,,,,,,,,
usenix,2022,Your Microphone Array Retains Your Identity: A Robust Voice Liveness Detection System for Smart Speakers.,https://www.usenix.org/system/files/sec22-meng.pdf,no,no crawl,,,,,,,,,
www,2010,"Alhambra: A System for Creating, Enforcing, and Testing Browser Security Policies",https://doi.org/10.1145/1772690.1772786,no,manual,,,,,,,,,
www,2010,Fast and Parallel Webpage Layout,https://doi.org/10.1145/1772690.1772763,no,no crawl,,,,,,,,,
www,2010,Smart Caching for Web Browsers,https://doi.org/10.1145/1772690.1772741,yes,,Homepage,Homepage,Homepage,Homepage,onload,Browser Performance,yes,Browsers,
www,2011,Prophiler: A Fast Filter for the Large-Scale Detection of Malicious Web Pages,https://doi.org/10.1145/1963405.1963436,yes,,Unspecified,Unspecified,2,Unspecified,Unspecified,,,"Web Security, Malware",
www,2012,Are Web Users Really Markovian?,https://doi.org/10.1145/2187836.2187919,no,no crawl,,,,,,,,,
www,2012,Practical End-to-End Web Content Integrity,https://doi.org/10.1145/2187836.2187926,yes,,None,Random,1,6,Unspecified,,,"Web Security, Network Security",
www,2012,SessionJuggler: Secure Web Login from an Untrusted Terminal Using Session Hijacking,https://doi.org/10.1145/2187836.2187880,no,has manual step,,,,,,,,,
www,2012,Who Killed My Battery? Analyzing Mobile Browser Energy Consumption,https://doi.org/10.1145/2187836.2187843,yes,,Homepage,Homepage,Homepage,Homepage,onload,Browser Performance,yes,"Browsers, Measurements",
www,2013,Your Browsing Behavior for a Big Mac: Economics of Personal Information Online,https://doi.org/10.1145/2488388.2488406,no,no crawl,,,,,,,,,
www,2014,Adscape: Harvesting and Analyzing Online Display Ads,https://doi.org/10.1145/2566486.2567992,yes,,Homepage,Homepage,Homepage,Homepage,70 sec,Advertisements,yes,Measurements,
www,2014,Similarity-Based Web Browser Optimization,https://doi.org/10.1145/2566486.2567971,no,no crawl,,,,,,,,,
www,2014,Stranger Danger: Exploring the Ecosystem of Ad-Based URL Shortening Services,https://doi.org/10.1145/2566486.2567983,no,no crawl,,,,,,,,,
www,2015,Cookies That Give You Away: The Surveillance Implications of Web Tracking,https://doi.org/10.1145/2736277.2741679,yes,,Homepage,Homepage,Homepage,Homepage,60 sec,Predefined URL List,no,"Web Security, Privacy, Measurements",
www,2015,Measurement and Analysis of Mobile Web Cache Performance,https://doi.org/10.1145/2736277.2741114,yes,,Homepage,Homepage,Homepage,Homepage,event,In-Browser Network Activity,yes,"Measurements, Browsers",
www,2015,Network-Based Origin Confusion Attacks against HTTPS Virtual Hosting,https://doi.org/10.1145/2736277.2741089,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Website Probing,no,"Web Security, Measurements",
www,2015,PriVaricator: Deceiving Fingerprinters with Little White Lies,https://doi.org/10.1145/2736277.2741090,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Breakage,yes,"Web Security, Privacy, Fingerprinting",
www,2016,An Empirical Study of Web Cookies,https://doi.org/10.1145/2872427.2882991,yes,,Homepage,Homepage,Homepage,Homepage,onload,Cookies,yes,"Web Security, Privacy, Measurements","Note, the choice to visit only landing pages does introduce some bias into our data collection. For instance, perhaps the landing page of a site may set no cookies, but other pages within the site will. In this case, traversing beyond the landing page will produce a different set of results. We leave such a study to future work."
www,2016,Cracking Classifiers for Evasion: A Case Study on the Google's Phishing Pages Filter,https://doi.org/10.1145/2872427.2883060,no,no crawl,,,,,,,,,
www,2016,Pushing the Frontier: Exploring the African Web Ecosystem,https://doi.org/10.1145/2872427.2882997,no,dns scan,,,,,,,,,
www,2016,Tracking the Trackers,https://doi.org/10.1145/2872427.2883028,no,no crawl,,,,,,,,,
www,2017,Exploring HTTP Header Manipulation In-The-Wild,https://doi.org/10.1145/3038912.3052571,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,CSP & Other Headers,yes,"Web Security, Measurements",
www,2017,Neural Underpinnings of Website Legitimacy and Familiarity Detection: An FNIRS Study,https://doi.org/10.1145/3038912.3052702,no,no crawl,,,,,,,,,
www,2017,On the Content Security Policy Violations Due to the Same-Origin Policy,https://doi.org/10.1145/3038912.3052634,yes,,URL,BFS,1,None,Unspecified,,,"Web Security, Measurements",
www,2017,Push or Request: An Investigation of HTTP/2 Server Push for Improving Mobile Performance,https://doi.org/10.1145/3038912.3052574,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Back-end Stack,yes,Networks,
www,2017,Security Challenges in an Increasingly Tangled Web,https://doi.org/10.1145/3038912.3052686,yes,,Homepage,Homepage,Homepage,Homepage,30 sec,Page Resources,yes,"Web Security, Measurements",Root vs. Internal Pages Our study approximates the resources that websites load by analyzing the dependencies loaded by each website’s root page
www,2017,Security Implications of Redirection Trail in Popular Websites Worldwide,https://doi.org/10.1145/3038912.3052698,yes,,None,Rule-based,1,None,Unspecified,,,"Web Security, Measurements",
www,2017,Tracking Phishing Attacks Over Time,https://doi.org/10.1145/3038912.3052654,yes,,Homepage,Homepage,Homepage,Homepage,onload,Predefined URL List,no,"Cybercrime, Measurements",
www,2017,What's in a Name? Understanding Profile Name Reuse on Twitter,https://doi.org/10.1145/3038912.3052589,no,no crawl,,,,,,,,,
www,2017,Who Controls the Internet? Analyzing Global Threats Using Property Graph Traversals,https://doi.org/10.1145/3038912.3052587,yes,,Unspecified,BFS,2,None,Unspecified,,,"Network Security, Measurements",
www,2018,AdBudgetKiller: Online Advertising Budget Draining Attack,https://doi.org/10.1145/3178876.3186096,yes,,rted,Random,None,None,Unspecified,,,"Web Security, Privacy",
www,2018,Large-Scale Analysis of Style Injection by Relative Path Overwrite,https://doi.org/10.1145/3178876.3186090,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,"Web Security, Measurements",
www,2018,Mile High WiFi: A First Look At In-Flight Internet Connectivity,https://doi.org/10.1145/3178876.3186057,yes,,Homepage,Homepage,Homepage,Homepage,onload,Browser Performance,yes,"Networks, Measurements",
www,2018,Uncovering HTTP Header Inconsistencies and the Impact on Desktop/Mobile Websites,https://doi.org/10.1145/3178876.3186091,yes,,Homepage,Homepage,Homepage,Homepage,None,CSP & Other Headers,yes,"Web Security, Measurements","As a result, our crawler only visits the first landing page, so our reported evaluation only shows a lower bound of inconsistencies."
www,2019,An Investigation of Cyber Autonomy on Government Websites,https://doi.org/10.1145/3308558.3313645,yes,,Homepage,Homepage,Homepage,Homepage,20 sec,Website Probing,no,"Web Security, Measurements",
www,2019,Anything to Hide? Studying Minified and Obfuscated Code in the Web,https://doi.org/10.1145/3308558.3313752,yes,,Homepage,Homepage,Homepage,Homepage,5 sec,JavaScript Analysis,yes,"Web Security, Measurements",
www,2019,Before and After GDPR: The Changes in Third Party Presence at Public and Private European Websites,https://doi.org/10.1145/3308558.3313524,yes,,URL,Random,2,11,Unspecified,,,"Privacy, Measurements",
www,2019,Cookie Synchronization: Everything You Always Wanted to Know But Were Afraid to Ask,https://doi.org/10.1145/3308558.3313542,no,no crawl,,,,,,,,,
www,2019,Outguard: Detecting In-Browser Covert Cryptocurrency Mining in the Wild,https://doi.org/10.1145/3308558.3313665,yes,,None,Random,1,4,45 sec,,,"Web Security, Malware, Measurements",
www,2019,PYTHIA: A Framework for the Automated Analysis of Web Hosting Environments,https://doi.org/10.1145/3308558.3313664,yes,,Homepage,Homepage,Homepage,Homepage,60 sec,Back-end Stack,yes,Networks,
www,2019,RED: Redundancy-Driven Data Extraction from Result Pages?,https://doi.org/10.1145/3308558.3313529,no,no crawl,,,,,,,,,
www,2019,ShadowBlock: A Lightweight and Stealthy Adblocking Browser,https://doi.org/10.1145/3308558.3313558,yes,,Homepage,Homepage,Homepage,Homepage,30 sec,JavaScript Analysis,yes,"Usable Security, Privacy",
www,2019,The World Wants Mangoes and Kangaroos: A Study of New Emoji Requests Based on Thirty Million Tweets,https://doi.org/10.1145/3308558.3313728,no,twitter crawl,,,,,,,,,
www,2019,Unnecessarily Identifiable: Quantifying the Fingerprintability of Browser Extensions Due to Bloat,https://doi.org/10.1145/3308558.3313458,yes,,Homepage,Homepage,Homepage,Homepage,onload,Browser Performance,yes,"Privacy, Measurements, Fingerprinting",
www,2019,Web Experience in Mobile Networks: Lessons from Two Million Page Visits,https://doi.org/10.1145/3308558.3313606,yes,,Homepage,Homepage,Homepage,Homepage,network complete,Predefined URL List,no,"Networks, Measurements",
www,2019,Who Watches the Watchmen: Exploring Complaints on the Web,https://doi.org/10.1145/3308558.3313438,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Website Probing,no,Measurements,
www,2020,A Generic Solver Combining Unsupervised Learning and Representation Learning for Breaking Text-Based Captchas,https://doi.org/10.1145/3366423.3380166,no,no crawl,,,,,,,,,
www,2020,Apophanies or Epiphanies? How Crawlers Impact Our Understanding of the Web,https://doi.org/10.1145/3366423.3380113,no,"it is a survey on crawlers, not a single crawler",,,,,,,,,
www,2020,AutoNav: Evaluation and Automatization of Web Navigation Policies,https://doi.org/10.1145/3366423.3380207,yes,,URL,Random,None,100,Unspecified,,,"Web Security, Privacy, Fingerprinting",
www,2020,Beyond the Front Page:Measuring Third Party Dynamics in the Field,https://doi.org/10.1145/3366423.3380203,yes,,URL,Random,1,None,Unspecified,,,"Web Security, Privacy, Measurements",
www,2020,"Comparing the Effects of DNS, DoT, and DoH on Web Performance",https://doi.org/10.1145/3366423.3380139,no,dns scan,,,,,,,,,
www,2020,Dirty Clicks: A Study of the Usability and Security Implications of Click-Related Behaviors on the Web,https://doi.org/10.1145/3366423.3380124,yes,,None,Random,4,13,onload,,,"Web Security, Measurements",
www,2020,Finding a Choice in a Haystack: Automatic Extraction of Opt-Out Statements from Privacy Policy Text,https://doi.org/10.1145/3366423.3380262,yes,,URL,BFS,1,None,onload,,,"Web Security, Privacy",
www,2020,Keeping out the Masses: Understanding the Popularity and Implications of Internet Paywalls,https://doi.org/10.1145/3366423.3380217,yes,,URL,Random,1,21,Unspecified,,,"Privacy, Measurements",
www,2020,MineThrottle: Defending against Wasm In-Browser Cryptojacking,https://doi.org/10.1145/3366423.3380085,yes,,Homepage,Homepage,Homepage,Homepage,1 sec,Page Resources,yes,"Web Security, Malware",
www,2020,The Representativeness of Automated Web Crawls as a Surrogate for Human Browsing,https://doi.org/10.1145/3366423.3380104,yes,,URL,Random,None,10,10 sec,,,Measurements,
www,2020,Towards IP-Based Geolocation via Fine-Grained and Stable Webcam Landmarks,https://doi.org/10.1145/3366423.3380216,yes,,URL,BFS,None,None,Unspecified,,,Networks,
www,2020,Understanding the Performance Costs and Benefits of Privacy-Focused Browser Extensions,https://doi.org/10.1145/3366423.3380292,yes,,Homepage,Homepage,Homepage,Homepage,onload,Browser Performance,yes,"Measurements, Privacy","Of course, our measurement has some limitations because of decisions in the design of our experiment. For example, simply collecting metrics incurs additional overhead, which may affect the results. However, we would be unable to make any statement grounded in data on how privacy-focused extensions affect performance or user experience without incurring this additional cost, which we believe is essential to better understand the modern web."
www,2021,"An Empirical Study of Real-World WebAssembly Binaries: Security, Languages, Use Cases",https://doi.org/10.1145/3442381.3450138,yes,,URL,Random,7,22,30 sec,,,"Web Security, Measurements",
www,2021,Cookie Swap Party: Abusing First-Party Cookies for Web Tracking,https://doi.org/10.1145/3442381.3449837,yes,,Homepage,Homepage,Homepage,Homepage,2 min,Cookies,yes,"Web Security, Privacy, Measurements",
www,2021,Demystifying Illegal Mobile Gambling Apps,https://doi.org/10.1145/3442381.3449932,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Website Categorization,no,System Security,
www,2021,"It’s Not Just the Site, It’s the Contents: Intra-Domain Fingerprinting Social Media Websites Through CDN Bursts",https://doi.org/10.1145/3442381.3450008,yes,,Homepage,Homepage,Homepage,Homepage,14 sec,Predefined URL List,no,"Web Security, Privacy, Fingerprinting",
www,2021,Privacy Policies over Time: Curation and Analysis of a Million-Document Dataset,https://doi.org/10.1145/3442381.3450048,yes,,None,Rule-based,1,None,Unspecified,,,"Web Security, Privacy, Measurements",
www,2021,TLS 1.3 in Practice:How TLS 1.3 Contributes to the Internet,https://doi.org/10.1145/3442381.3450057,no,tls scan,,,,,,,,,
www,2021,"Towards a Lightweight, Hybrid Approach for Detecting DOM XSS Vulnerabilities with Machine Learning",https://doi.org/10.1145/3442381.3450062,yes,,URL,Random,1,41,Onload + 90 sec,,,Web Security,
www,2021,Towards Realistic and ReproducibleWeb Crawl Measurements,https://doi.org/10.1145/3442381.3450050,yes,,Homepage,Homepage,Homepage,Homepage,30-45 sec,Tracking,yes,"Measurements, Privacy","our interest is primarily 3 rd-party infrastructure content such as advertisement frameworks, trackers, and analytics scripts rather than 1st-party application content or behavior, so we do not expend resources crawling recursively into a website’s contents beyond the “landing page” provided by navigating to the domain name itself as an HTTP URL"
www,2021,User Tracking in the Post-Cookie Era: How Websites Bypass GDPR Consent to Track Users,https://doi.org/10.1145/3442381.3450056,yes,,Homepage,Homepage,Homepage,Homepage,onload,Website Probing,no,"Privacy, Measurements",
www,2021,WebSocket Adoption and the Landscape of the Real-Time Web,https://doi.org/10.1145/3442381.3450063,yes,,Homepage,Homepage,Homepage,Homepage,60 sec,In-Browser Network Activity,yes,Measurements,"First, initiating WebSocket connections may require specific interactions with a website, such as pressing a “connect to updates” button. Predicting these interactions heuristically, either beforehand or during site visits, is quite difficult, and we do not attempt it in this work. Second, many of the more interesting WebSocket applications sit behind some form of authentication, or simply deeper than the front pages of websites. M"
www,2022,“Way Back Then”: A Data-Driven View of 25+ Years of Web Evolution,https://doi.org/10.1145/3485447.3512283,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,Measurements,
www,2022,"Et Tu, Brute? Privacy Analysis of Government Websites and Mobile Apps",https://doi.org/10.1145/3485447.3512223,yes,,None,Unspecified,4,None,Unspecified,,,"Web Security, Measurements, Privacy",
www,2022,ET-BERT: A Contextualized Datagram Representation with Pre-Training Transformers for Encrypted Traffic Classification,https://doi.org/10.1145/3485447.3512217,no,no crawl,,,,,,,,,
www,2022,Investigating Advertisers’ Domain-Changing Behaviors and Their Impacts on Ad-Blocker Filter Lists,https://doi.org/10.1145/3485447.3512218,yes,,URL,Unspecified,Unspecified,Unspecified,Unspecified,,,"Web Security, Privacy",
www,2022,Leveraging Google’s Publisher-Specific IDs to Detect Website Administration,https://doi.org/10.1145/3485447.3512124,yes,,Homepage,Homepage,Homepage,Homepage,Onload + 5 sec,In-Browser Network Activity,yes,Measurements,"We keep our crawling to a minimum to ensure that we do not slow down or deteriorate the performance of any web service in any way. Therefore, we crawl only the landing page of each website and visit it only once."
www,2022,Measuring the Privacy vs. Compatibility Trade-off in Preventing Third-Party Stateful Tracking,https://doi.org/10.1145/3485447.3512231,yes,,URL,DFS,3,4,30 sec,,,"Web Security, Privacy, Measurements",
www,2022,QLUE: A Computer Vision Tool for Uniform Qualitative Evaluation of Web Pages,https://doi.org/10.1145/3485447.3512112,no,no crawl,,,,,,,,,
www,2022,Reproducibility and Replicability of Web&nbsp;Measurement Studies,https://doi.org/10.1145/3485447.3512214,yes,,URL,Random,None,26,30 sec,,,Measurements,
ccs,2020,Towards Attribution in Mobile Markets: Identifying Developer Account Polymorphism,https://doi.org/10.1145/3372297.3417281,no,no crawl in highlights,,,,,,,,,
ccs,2019,You Are Who You Appear to Be: A Longitudinal Study of Domain Impersonation in TLS Certificates,https://doi.org/10.1145/3319535.3363188,no,no crawl in highlights,,,,,,,,,
ccs,2017,Most Websites Don't Need to Vibrate: A Cost-Benefit Approach to Improving Browser Security,https://doi.org/10.1145/3133956.3133966,no,no crawl in highlights,,,,,,,,,
ccs,2015,An Empirical Study of Web Vulnerability Discovery Ecosystems,https://doi.org/10.1145/2810103.2813704,no,no crawl in highlights,,,,,,,,,
ccs,2016,Measurement and Analysis of Private Key Sharing in the HTTPS Ecosystem,https://doi.org/10.1145/2976749.2978301,no,no crawl in highlights,,,,,,,,,
ccs,2022,Behind the Scenes of RPKI,https://doi.org/10.1145/3548606.3560645,no,no crawl in highlights,,,,,,,,,
ccs,2017,Hiding in Plain Sight: A Longitudinal Study of Combosquatting Abuse,https://doi.org/10.1145/3133956.3134002,no,no crawl in highlights,,,,,,,,,
ccs,2015,Security by Any Other Name: On the Effectiveness of Provider Based Email Security,https://doi.org/10.1145/2810103.2813607,no,no crawl in highlights,,,,,,,,,
ccs,2019,AdVersarial: Perceptual Ad Blocking Meets Adversarial Machine Learning,https://doi.org/10.1145/3319535.3354222,no,no crawl in highlights,,,,,,,,,
ccs,2019,A Usability Evaluation of Let's Encrypt and Certbot: Usable Security Done Right,https://doi.org/10.1145/3319535.3363220,no,no crawl in highlights,,,,,,,,,
ccs,2018,Situational Access Control in the Internet of Things,https://doi.org/10.1145/3243734.3243817,no,no crawl in highlights,,,,,,,,,
ccs,2015,The Dropper Effect: Insights into Malware Distribution with Downloader Graph Analytics,https://doi.org/10.1145/2810103.2813724,no,no crawl in highlights,,,,,,,,,
ccs,2021,Rusted Anchors: A National Client-Side View of Hidden Root CAs in the Web PKI Ecosystem,https://doi.org/10.1145/3460120.3484768,no,no crawl in highlights,,,,,,,,,
ccs,2020,DNS Cache Poisoning Attack Reloaded: Revolutions with Side Channels,https://doi.org/10.1145/3372297.3417280,no,no crawl in highlights,,,,,,,,,
ccs,2019,Conjure: Summoning Proxies from Unused Address Space,https://doi.org/10.1145/3319535.3363218,no,no crawl in highlights,,,,,,,,,
ccs,2015,It's a TRaP: Table Randomization and Protection against Function-Reuse Attacks,https://doi.org/10.1145/2810103.2813682,no,no crawl in highlights,,,,,,,,,
ccs,2015,Inlined Information Flow Monitoring for JavaScript,https://doi.org/10.1145/2810103.2813684,no,no crawl in highlights,,,,,,,,,
ccs,2021,12 Angry Developers - A Qualitative Study on Developers' Struggles with CSP,https://doi.org/10.1145/3460120.3484780,no,no crawl in highlights,,,,,,,,,
ccs,2018,Mystique: Uncovering Information Leakage from Browser Extensions,https://doi.org/10.1145/3243734.3243823,no,no crawl in highlights,,,,,,,,,
ccs,2011,Text-Based CAPTCHA Strengths and Weaknesses,https://doi.org/10.1145/2046707.2046724,no,no crawl in highlights,,,,,,,,,
ccs,2018,On the Accuracy of Password Strength Meters,https://doi.org/10.1145/3243734.3243769,no,no crawl in highlights,,,,,,,,,
ccs,2014,Faces in the Distorting Mirror: Revisiting Photo-Based Social Authentication,https://doi.org/10.1145/2660267.2660317,no,no crawl in highlights,,,,,,,,,
ccs,2015,On the Security of TLS 1.3 and QUIC Against Weaknesses in PKCS#1 v1.5 Encryption,https://doi.org/10.1145/2810103.2813657,no,no crawl in highlights,,,,,,,,,
ccs,2020,Off-Path TCP Exploits of the Mixed IPID Assignment,https://doi.org/10.1145/3372297.3417884,no,no crawl in highlights,,,,,,,,,
ccs,2013,Beheading Hydras: Performing Effective Botnet Takedowns,https://doi.org/10.1145/2508859.2516749,no,no crawl in highlights,,,,,,,,,
ccs,2021,DNS Cache Poisoning Attack: Resurrections with Side Channels,https://doi.org/10.1145/3460120.3486219,no,no crawl in highlights,,,,,,,,,
ccs,2014,Private-by-Design Advertising Meets the Real World,https://doi.org/10.1145/2660267.2660305,no,no crawl in highlights,,,,,,,,,
ccs,2014,AUTOPROBE: Towards Automatic Active Malicious Server Probing Using Dynamic Binary Analysis,https://doi.org/10.1145/2660267.2660352,no,no crawl in highlights,,,,,,,,,
